order_detail_id,order_id,prod_id,qty_ord,unit_price,disc_pct,line_tot,ship_status,fulfill_loc
ORDDET0006985,ORD002317,PROD00036,5,332.07,10,1494.32,On Hold,WH04
ORDDET0006986,ORD002317,PROD00427,1,219.17,15,186.29,On Hold,WH03
ORDDET0006987,ORD002317,PROD00281,4,327.84,0,1311.36,On Hold,WH03
ORDDET0006988,ORD002318,PROD00183,1,1289.18,15,1095.8,Delivered,WH02
ORDDET0006989,ORD002318,PROD00139,2,780.5724564362636,5,1483.09,Delivered,WH04
ORDDET0006990,ORD002318,PROD00176,1,566.43,10,509.79,Delivered,WH03
ORDDET0006991,ORD002318,PROD00437,4,198.1,5,752.78,Delivered,WH04
ORDDET0006992,ORD002319,PROD00401,4,759.49,0,3037.96,On Hold,WH05
ORDDET0006993,ORD002319,PROD00127,5,1002.51,0,5012.55,On Hold,WH04
ORDDET0006994,ORD002319,PROD00446,4,807.7,0,3230.8,On Hold,WH05
ORDDET0006995,ORD002319,PROD00308,1,291.57,0,291.57,On Hold,WH03
ORDDET0006996,ORD002319,PROD00091,1,588.15,0,588.15,On Hold,WH04
ORDDET0006997,ORD002320,PROD00017,3,1173.87,5,3345.53,In Transit,WH04
ORDDET0006998,ORD002320,PROD00003,2,1309.43,20,2095.09,In Transit,WH03
ORDDET0006999,ORD002321,PROD00097,4,903.8,0,3615.2,Returned,WH03
ORDDET0007000,ORD002321,PROD00339,2,267.84,0,535.68,Returned,WH01
ORDDET0007001,ORD002321,PROD00177,4,889.2214057477678,0,3556.89,Returned,WH01
ORDDET0007002,ORD002322,PROD00075,3,1023.81,10,2764.29,Returned,WH03
ORDDET0007003,ORD002322,PROD00215,3,853.89,0,2561.67,Returned,WH02
ORDDET0007004,ORD002322,PROD00473,3,641.88,5,1829.36,Returned,WH03
ORDDET0007005,ORD002323,PROD00433,5,1243.14,0,6215.7,Delivered,WH03
ORDDET0007006,ORD002323,PROD00006,1,338.25,0,338.25,Delivered,WH02
ORDDET0007007,ORD002323,PROD00284,4,581.78,0,2327.12,Delivered,WH04
ORDDET0007008,ORD002323,PROD00274,1,963.44,0,963.44,Delivered,WH01
ORDDET0007009,ORD002324,PROD00073,3,310.08,0,930.24,Returned,WH01
ORDDET0007010,ORD002324,PROD00157,5,428.28,0,2141.4,Returned,WH05
ORDDET0007011,ORD002324,PROD00291,5,843.05,0,4215.25,Returned,WH02
ORDDET0007012,ORD002325,PROD00396,3,435.61,0,1306.83,Cancelled,WH05
ORDDET0007013,ORD002325,PROD00104,4,1298.16,0,5192.64,Cancelled,WH02
ORDDET0007014,ORD002326,PROD00480,2,191.46,0,382.92,Processing,WH01
ORDDET0007015,ORD002326,PROD00057,3,1382.45,0,4147.35,Processing,WH05
ORDDET0007016,ORD002327,PROD00412,1,965.43,0,965.43,Returned,WH02
ORDDET0007017,ORD002327,PROD00315,2,1107.08,0,2214.16,Returned,WH05
ORDDET0007018,ORD002328,PROD00302,5,147.81,0,739.05,Processing,WH03
ORDDET0007019,ORD002328,PROD00230,5,796.33,0,3981.65,Processing,WH03
ORDDET0007020,ORD002328,PROD00180,3,1518.89,0,4556.67,Processing,WH01
ORDDET0007021,ORD002328,PROD00282,1,116.86,0,116.86,Processing,WH05
ORDDET0007022,ORD002328,PROD00103,1,600.78,0,600.78,Processing,WH04
ORDDET0007023,ORD002329,PROD00432,3,592.03,0,1776.09,Delivered,WH02
ORDDET0007024,ORD002329,PROD00202,4,855.94,0,3423.76,Delivered,WH04
ORDDET0007025,ORD002329,PROD00396,4,435.61,0,1742.44,Delivered,WH04
ORDDET0007026,ORD002329,PROD00052,5,853.97,0,4269.85,Delivered,WH02
ORDDET0007027,ORD002329,PROD00448,2,837.31,0,1674.62,Delivered,WH02
ORDDET0007028,ORD002330,PROD00452,5,1231.52,0,6157.6,Processing,WH02
ORDDET0007029,ORD002330,PROD00400,3,1294.73,0,3884.19,Processing,WH05
ORDDET0007030,ORD002330,PROD00349,5,564.8000890203823,0,2824.0,Processing,WH05
ORDDET0007031,ORD002331,PROD00442,1,138.02,0,138.02,Returned,WH02
ORDDET0007032,ORD002332,PROD00219,1,960.61,0,960.61,On Hold,WH04
ORDDET0007033,ORD002332,PROD00277,3,681.19,0,2043.57,On Hold,WH03
ORDDET0007034,ORD002332,PROD00458,3,122.13,0,366.39,On Hold,WH01
ORDDET0007035,ORD002333,PROD00497,5,548.19,0,2740.95,Processing,WH04
ORDDET0007036,ORD002333,PROD00126,5,338.68,0,1693.4,Processing,WH05
ORDDET0007037,ORD002333,PROD00068,3,535.4,0,1606.2,Processing,WH04
ORDDET0007038,ORD002333,PROD00249,1,963.73,0,963.73,Processing,WH05
ORDDET0007039,ORD002333,PROD00105,1,1625.77,0,1625.77,Processing,WH02
ORDDET0007040,ORD002334,PROD00263,1,735.13,10,661.62,Delivered,WH01
ORDDET0007041,ORD002334,PROD00081,3,616.83,0,1850.49,Delivered,WH02
ORDDET0007042,ORD002334,PROD00011,1,270.43,20,216.34,Delivered,WH02
ORDDET0007043,ORD002335,PROD00258,5,1265.96,5,6013.31,Delivered,WH02
ORDDET0007044,ORD002335,PROD00208,4,1562.84,5,5938.79,Delivered,WH01
ORDDET0007045,ORD002335,PROD00228,5,1192.89,25,4473.34,Delivered,WH01
ORDDET0007046,ORD002335,PROD00396,5,435.61,0,2178.05,Delivered,WH03
ORDDET0007047,ORD002336,PROD00432,2,592.03,0,1184.06,Returned,WH02
ORDDET0007048,ORD002337,PROD00359,5,823.68,0,4118.4,On Hold,WH01
ORDDET0007049,ORD002337,PROD00457,1,1332.74,0,1332.74,On Hold,WH02
ORDDET0007050,ORD002337,PROD00266,2,1155.48,0,2310.96,On Hold,WH01
ORDDET0007051,ORD002337,PROD00286,2,1115.36,0,2230.72,On Hold,WH02
ORDDET0007052,ORD002337,PROD00459,2,61.63,0,123.26,On Hold,WH02
ORDDET0007053,ORD002338,PROD00350,5,859.98,25,3224.92,Processing,WH03
ORDDET0007054,ORD002339,PROD00146,1,265.17,0,265.17,Returned,WH01
ORDDET0007055,ORD002340,PROD00033,4,776.45,10,2795.22,Cancelled,WH05
ORDDET0007056,ORD002340,PROD00152,5,172.17,25,645.64,Cancelled,WH04
ORDDET0007057,ORD002341,PROD00095,2,803.3364558895387,0,1606.67,Processing,WH02
ORDDET0007058,ORD002341,PROD00219,5,960.61,0,4803.05,Processing,WH03
ORDDET0007059,ORD002341,PROD00162,3,1050.55,0,3151.65,Processing,WH05
ORDDET0007060,ORD002341,PROD00397,5,1174.57,0,5872.85,Processing,WH02
ORDDET0007061,ORD002342,PROD00281,2,327.84,5,622.9,In Transit,WH02
ORDDET0007062,ORD002342,PROD00044,3,1335.44,10,3605.69,In Transit,WH02
ORDDET0007063,ORD002343,PROD00477,5,251.86,0,1259.3,Delivered,WH03
ORDDET0007064,ORD002343,PROD00241,3,1638.42,0,4915.26,Delivered,WH01
ORDDET0007065,ORD002343,PROD00177,2,889.2214057477678,0,1778.44,Delivered,WH05
ORDDET0007066,ORD002343,PROD00424,4,427.11,0,1708.44,Delivered,WH03
ORDDET0007067,ORD002343,PROD00028,4,783.89,0,3135.56,Delivered,WH04
ORDDET0007068,ORD002344,PROD00426,1,438.63,15,372.84,Processing,WH04
ORDDET0007069,ORD002344,PROD00190,4,802.9,20,2569.28,Processing,WH02
ORDDET0007070,ORD002345,PROD00113,3,957.66,0,2872.98,On Hold,WH03
ORDDET0007071,ORD002345,PROD00469,4,1267.2,0,5068.8,On Hold,WH05
ORDDET0007072,ORD002346,PROD00031,2,1292.79,0,2585.58,Returned,WH01
ORDDET0007073,ORD002346,PROD00094,3,72.05,0,216.15,Returned,WH05
ORDDET0007074,ORD002347,PROD00221,5,1057.53,20,4230.12,Delivered,WH01
ORDDET0007075,ORD002347,PROD00233,1,110.91,15,94.27,Delivered,WH05
ORDDET0007076,ORD002347,PROD00400,3,1294.73,20,3107.35,Delivered,WH02
ORDDET0007077,ORD002347,PROD00018,4,148.95,5,566.01,Delivered,WH05
ORDDET0007078,ORD002348,PROD00496,3,274.69,0,824.07,In Transit,WH04
ORDDET0007079,ORD002349,PROD00289,2,685.38,0,1370.76,Returned,WH03
ORDDET0007080,ORD002349,PROD00491,3,403.0,0,1209.0,Returned,WH03
ORDDET0007081,ORD002349,PROD00198,3,1286.42,0,3859.26,Returned,WH01
ORDDET0007082,ORD002350,PROD00264,2,1197.18,10,2154.92,Returned,WH01
ORDDET0007083,ORD002350,PROD00376,5,270.47,15,1149.5,Returned,WH01
ORDDET0007084,ORD002350,PROD00092,1,534.32,0,534.32,Returned,WH01
ORDDET0007085,ORD002350,PROD00420,2,591.05,0,1182.1,Returned,WH02
ORDDET0007086,ORD002351,PROD00111,1,1084.19,0,1084.19,Processing,WH03
ORDDET0007087,ORD002352,PROD00336,5,232.42,5,1103.99,Processing,WH05
ORDDET0007088,ORD002352,PROD00462,4,739.0810238169952,25,2217.24,Processing,WH04
ORDDET0007089,ORD002353,PROD00314,4,872.42,25,2617.26,On Hold,WH02
ORDDET0007090,ORD002353,PROD00291,1,843.05,5,800.9,On Hold,WH01
ORDDET0007091,ORD002353,PROD00256,3,303.52,10,819.5,On Hold,WH01
ORDDET0007092,ORD002354,PROD00290,2,100.02,10,180.04,In Transit,WH02
ORDDET0007093,ORD002355,PROD00020,5,41.86,0,209.3,Delivered,WH01
ORDDET0007094,ORD002355,PROD00279,2,1473.49,0,2946.98,Delivered,WH03
ORDDET0007095,ORD002355,PROD00415,5,1155.83,0,5779.15,Delivered,WH03
ORDDET0007096,ORD002356,PROD00077,2,1316.24,25,1974.36,In Transit,WH05
ORDDET0007097,ORD002356,PROD00283,4,570.08,5,2166.3,In Transit,WH03
ORDDET0007098,ORD002356,PROD00400,1,1294.73,25,971.05,In Transit,WH04
ORDDET0007099,ORD002357,PROD00395,2,1584.22,0,3168.44,Processing,WH04
ORDDET0007100,ORD002357,PROD00104,3,1298.16,0,3894.48,Processing,WH03
ORDDET0007101,ORD002357,PROD00094,2,72.05,0,144.1,Processing,WH02
ORDDET0007102,ORD002357,PROD00346,4,227.78,0,911.12,Processing,WH02
ORDDET0007103,ORD002357,PROD00172,5,937.32,0,4686.6,Processing,WH01
ORDDET0007104,ORD002358,PROD00442,2,138.02,0,276.04,In Transit,WH03
ORDDET0007105,ORD002359,PROD00234,1,1094.18,0,1094.18,Delivered,WH05
ORDDET0007106,ORD002359,PROD00481,4,1218.74,0,4874.96,Delivered,WH02
ORDDET0007107,ORD002360,PROD00155,1,1230.12,0,1230.12,On Hold,WH01
ORDDET0007108,ORD002360,PROD00222,4,1170.21,0,4680.84,On Hold,WH05
ORDDET0007109,ORD002360,PROD00337,3,1103.24,0,3309.72,On Hold,WH02
ORDDET0007110,ORD002360,PROD00133,3,1164.17,0,3492.51,On Hold,WH03
ORDDET0007111,ORD002360,PROD00089,5,69.36,0,346.8,On Hold,WH04
ORDDET0007112,ORD002361,PROD00312,1,718.48,10,646.63,Delivered,WH02
ORDDET0007113,ORD002361,PROD00456,2,542.25,25,813.38,Delivered,WH04
ORDDET0007114,ORD002361,PROD00325,5,1256.39,5,5967.85,Delivered,WH03
ORDDET0007115,ORD002361,PROD00100,2,124.06,5,235.71,Delivered,WH04
ORDDET0007116,ORD002361,PROD00065,5,191.28,20,765.12,Delivered,WH03
ORDDET0007117,ORD002362,PROD00308,4,291.57,0,1166.28,Cancelled,WH01
ORDDET0007118,ORD002362,PROD00481,5,1218.74,0,6093.7,Cancelled,WH04
ORDDET0007119,ORD002362,PROD00278,4,216.63,0,866.52,Cancelled,WH03
ORDDET0007120,ORD002362,PROD00391,1,1139.26,0,1139.26,Cancelled,WH03
ORDDET0007121,ORD002362,PROD00052,2,853.97,0,1707.94,Cancelled,WH04
ORDDET0007122,ORD002363,PROD00294,1,1368.4,0,1368.4,In Transit,WH05
ORDDET0007123,ORD002363,PROD00432,4,592.03,0,2368.12,In Transit,WH05
ORDDET0007124,ORD002363,PROD00275,5,823.26,0,4116.3,In Transit,WH03
ORDDET0007125,ORD002364,PROD00480,2,191.46,10,344.63,Returned,WH05
ORDDET0007126,ORD002364,PROD00073,5,310.08,20,1240.32,Returned,WH01
ORDDET0007127,ORD002364,PROD00455,3,1298.96,10,3507.19,Returned,WH01
ORDDET0007128,ORD002365,PROD00138,3,1147.97,0,3443.91,On Hold,WH03
ORDDET0007129,ORD002365,PROD00110,2,997.48,0,1994.96,On Hold,WH02
ORDDET0007130,ORD002365,PROD00186,3,736.65,0,2209.95,On Hold,WH03
ORDDET0007131,ORD002366,PROD00076,3,1291.93,0,3875.79,In Transit,WH05
ORDDET0007132,ORD002366,PROD00447,2,1479.7,25,2219.55,In Transit,WH02
ORDDET0007133,ORD002366,PROD00139,3,780.5724564362636,15,1990.46,In Transit,WH01
ORDDET0007134,ORD002366,PROD00261,1,354.68,15,301.48,In Transit,WH01
ORDDET0007135,ORD002367,PROD00399,4,320.0,15,1088.0,Returned,WH02
ORDDET0007136,ORD002367,PROD00194,1,213.67925363939855,15,181.63,Returned,WH03
ORDDET0007137,ORD002368,PROD00324,2,1263.04,0,2526.08,In Transit,WH05
ORDDET0007138,ORD002368,PROD00468,1,299.76,0,299.76,In Transit,WH03
ORDDET0007139,ORD002368,PROD00111,3,1084.19,0,3252.57,In Transit,WH05
ORDDET0007140,ORD002368,PROD00363,3,84.65,0,253.95,In Transit,WH05
ORDDET0007141,ORD002369,PROD00336,5,232.42,0,1162.1,Cancelled,WH01
ORDDET0007142,ORD002369,PROD00366,3,413.46,25,930.28,Cancelled,WH04
ORDDET0007143,ORD002369,PROD00451,3,689.35,25,1551.04,Cancelled,WH05
ORDDET0007144,ORD002369,PROD00178,3,1630.87,20,3914.09,Cancelled,WH03
ORDDET0007145,ORD002370,PROD00222,1,1170.21,0,1170.21,Returned,WH02
ORDDET0007146,ORD002370,PROD00157,3,428.28,0,1284.84,Returned,WH05
ORDDET0007147,ORD002370,PROD00413,2,374.05,0,748.1,Returned,WH01
ORDDET0007148,ORD002370,PROD00354,3,970.08,0,2910.24,Returned,WH02
ORDDET0007149,ORD002371,PROD00483,2,995.12,0,1990.24,Processing,WH03
ORDDET0007150,ORD002371,PROD00358,2,488.46,0,976.92,Processing,WH02
ORDDET0007151,ORD002371,PROD00032,1,607.91,0,607.91,Processing,WH05
ORDDET0007152,ORD002371,PROD00359,4,823.68,0,3294.72,Processing,WH03
ORDDET0007153,ORD002372,PROD00408,3,568.75,25,1279.69,Cancelled,WH01
ORDDET0007154,ORD002372,PROD00319,4,1310.97,15,4457.3,Cancelled,WH04
ORDDET0007155,ORD002372,PROD00347,2,1211.06,0,2422.12,Cancelled,WH05
ORDDET0007156,ORD002373,PROD00400,3,1294.73,0,3884.19,Returned,WH02
ORDDET0007157,ORD002373,PROD00420,1,591.05,0,591.05,Returned,WH02
ORDDET0007158,ORD002373,PROD00047,1,525.76,0,525.76,Returned,WH02
ORDDET0007159,ORD002373,PROD00002,1,1191.99,0,1191.99,Returned,WH03
ORDDET0007160,ORD002374,PROD00025,2,1103.2,0,2206.4,Cancelled,WH01
ORDDET0007161,ORD002375,PROD00204,5,476.78,25,1787.92,Returned,WH03
ORDDET0007162,ORD002375,PROD00492,5,852.14,10,3834.63,Returned,WH02
ORDDET0007163,ORD002375,PROD00478,2,583.57,0,1167.14,Returned,WH04
ORDDET0007164,ORD002375,PROD00073,3,310.08,10,837.22,Returned,WH02
ORDDET0007165,ORD002375,PROD00441,4,1124.23,0,4496.92,Returned,WH04
ORDDET0007166,ORD002376,PROD00280,2,1253.91,20,2006.26,On Hold,WH05
ORDDET0007167,ORD002376,PROD00305,3,271.34,25,610.52,On Hold,WH05
ORDDET0007168,ORD002376,PROD00342,1,191.64,5,182.06,On Hold,WH01
ORDDET0007169,ORD002376,PROD00192,3,1025.51,5,2922.7,On Hold,WH05
ORDDET0007170,ORD002376,PROD00465,1,704.33,15,598.68,On Hold,WH03
ORDDET0007171,ORD002377,PROD00348,3,1244.31,0,3732.93,Cancelled,WH02
ORDDET0007172,ORD002378,PROD00395,2,1584.22,15,2693.17,In Transit,WH04
ORDDET0007173,ORD002378,PROD00377,1,1085.11,15,922.34,In Transit,WH04
ORDDET0007174,ORD002378,PROD00482,1,481.7993896432935,15,409.53,In Transit,WH03
ORDDET0007175,ORD002378,PROD00478,5,583.57,15,2480.17,In Transit,WH01
ORDDET0007176,ORD002379,PROD00231,4,22.07,0,88.28,In Transit,WH04
ORDDET0007177,ORD002379,PROD00361,3,60.56,0,181.68,In Transit,WH01
ORDDET0007178,ORD002379,PROD00357,4,115.63,0,462.52,In Transit,WH02
ORDDET0007179,ORD002379,PROD00280,4,1253.91,0,5015.64,In Transit,WH01
ORDDET0007180,ORD002380,PROD00226,5,611.92,5,2906.62,Cancelled,WH05
ORDDET0007181,ORD002380,PROD00066,2,592.89,15,1007.91,Cancelled,WH04
ORDDET0007182,ORD002380,PROD00339,4,267.84,25,803.52,Cancelled,WH01
ORDDET0007183,ORD002380,PROD00056,2,443.98,20,710.37,Cancelled,WH02
ORDDET0007184,ORD002380,PROD00255,2,990.72,25,1486.08,Cancelled,WH01
ORDDET0007185,ORD002381,PROD00158,1,479.88,0,479.88,On Hold,WH02
ORDDET0007186,ORD002381,PROD00063,4,777.66,0,3110.64,On Hold,WH04
ORDDET0007187,ORD002382,PROD00440,2,831.98,0,1663.96,Processing,WH02
ORDDET0007188,ORD002382,PROD00486,1,1230.98,0,1230.98,Processing,WH04
ORDDET0007189,ORD002383,PROD00478,3,583.57,0,1750.71,Processing,WH05
ORDDET0007190,ORD002384,PROD00409,4,522.92,0,2091.68,Returned,WH02
ORDDET0007191,ORD002385,PROD00345,4,476.89,5,1812.18,On Hold,WH04
ORDDET0007192,ORD002385,PROD00490,2,788.04,25,1182.06,On Hold,WH04
ORDDET0007193,ORD002386,PROD00057,1,1382.45,0,1382.45,On Hold,WH01
ORDDET0007194,ORD002386,PROD00105,5,1625.77,0,8128.85,On Hold,WH01
ORDDET0007195,ORD002386,PROD00326,5,1557.07,0,7785.35,On Hold,WH02
ORDDET0007196,ORD002386,PROD00090,3,248.19,0,744.57,On Hold,WH04
ORDDET0007197,ORD002387,PROD00121,2,998.01,10,1796.42,Cancelled,WH05
ORDDET0007198,ORD002387,PROD00321,5,410.09,0,2050.45,Cancelled,WH02
ORDDET0007199,ORD002388,PROD00229,3,1427.72,0,4283.16,Returned,WH03
ORDDET0007200,ORD002388,PROD00219,1,960.61,0,960.61,Returned,WH05
ORDDET0007201,ORD002388,PROD00225,5,1169.16,0,5845.8,Returned,WH01
ORDDET0007202,ORD002389,PROD00259,1,1115.62,15,948.28,Cancelled,WH02
ORDDET0007203,ORD002389,PROD00026,3,1362.78,20,3270.67,Cancelled,WH02
ORDDET0007204,ORD002389,PROD00412,1,965.43,25,724.07,Cancelled,WH03
ORDDET0007205,ORD002390,PROD00227,2,216.19,15,367.52,Cancelled,WH05
ORDDET0007206,ORD002390,PROD00186,1,736.65,0,736.65,Cancelled,WH04
ORDDET0007207,ORD002390,PROD00179,2,210.82,10,379.48,Cancelled,WH01
ORDDET0007208,ORD002391,PROD00173,5,661.85,5,3143.79,Returned,WH02
ORDDET0007209,ORD002392,PROD00138,4,1147.97,15,3903.1,In Transit,WH02
ORDDET0007210,ORD002393,PROD00302,1,147.81,15,125.64,Returned,WH05
ORDDET0007211,ORD002393,PROD00402,2,1258.06,25,1887.09,Returned,WH02
ORDDET0007212,ORD002393,PROD00487,1,1536.9,25,1152.68,Returned,WH01
ORDDET0007213,ORD002394,PROD00170,3,1117.79,5,3185.7,In Transit,WH05
ORDDET0007214,ORD002394,PROD00211,2,806.99,0,1613.98,In Transit,WH01
ORDDET0007215,ORD002394,PROD00283,1,570.08,15,484.57,In Transit,WH04
ORDDET0007216,ORD002395,PROD00210,5,496.24,0,2481.2,Cancelled,WH05
ORDDET0007217,ORD002395,PROD00141,4,1028.99,0,4115.96,Cancelled,WH04
ORDDET0007218,ORD002395,PROD00331,2,920.81,0,1841.62,Cancelled,WH04
ORDDET0007219,ORD002395,PROD00007,4,1200.21,0,4800.84,Cancelled,WH02
ORDDET0007220,ORD002396,PROD00299,1,1465.6,0,1465.6,Processing,WH02
ORDDET0007221,ORD002396,PROD00008,3,344.85,0,1034.55,Processing,WH02
ORDDET0007222,ORD002397,PROD00238,3,1294.08,0,3882.24,Processing,WH03
ORDDET0007223,ORD002397,PROD00465,4,704.33,0,2817.32,Processing,WH04
ORDDET0007224,ORD002397,PROD00057,4,1382.45,0,5529.8,Processing,WH02
ORDDET0007225,ORD002397,PROD00039,1,814.55,0,814.55,Processing,WH02
ORDDET0007226,ORD002397,PROD00483,3,995.12,0,2985.36,Processing,WH05
ORDDET0007227,ORD002398,PROD00388,4,350.4,0,1401.6,Delivered,WH02
ORDDET0007228,ORD002399,PROD00008,4,344.85,10,1241.46,Delivered,WH02
ORDDET0007229,ORD002399,PROD00468,5,299.76,15,1273.98,Delivered,WH04
ORDDET0007230,ORD002399,PROD00439,1,1561.04,15,1326.88,Delivered,WH02
ORDDET0007231,ORD002400,PROD00260,3,149.44,0,448.32,In Transit,WH05
ORDDET0007232,ORD002400,PROD00105,1,1625.77,0,1625.77,In Transit,WH01
ORDDET0007233,ORD002400,PROD00128,1,334.14,0,334.14,In Transit,WH03
ORDDET0007234,ORD002400,PROD00211,2,806.99,0,1613.98,In Transit,WH03
ORDDET0007235,ORD002401,PROD00477,1,251.86,0,251.86,On Hold,WH03
ORDDET0007236,ORD002402,PROD00212,2,1103.86,0,2207.72,Cancelled,WH04
ORDDET0007237,ORD002403,PROD00285,2,58.68,15,99.76,Cancelled,WH03
ORDDET0007238,ORD002403,PROD00457,1,1332.74,10,1199.47,Cancelled,WH04
ORDDET0007239,ORD002403,PROD00423,4,664.0,0,2656.0,Cancelled,WH03
ORDDET0007240,ORD002404,PROD00251,2,1645.35,0,3290.7,Delivered,WH02
ORDDET0007241,ORD002404,PROD00416,1,539.44,0,539.44,Delivered,WH03
ORDDET0007242,ORD002404,PROD00462,3,739.0810238169952,0,2217.24,Delivered,WH05
ORDDET0007243,ORD002404,PROD00108,2,803.1,0,1606.2,Delivered,WH01
ORDDET0007244,ORD002405,PROD00409,5,522.92,0,2614.6,Cancelled,WH01
ORDDET0007245,ORD002405,PROD00340,1,1367.96,0,1367.96,Cancelled,WH02
ORDDET0007246,ORD002406,PROD00415,5,1155.83,5,5490.19,Delivered,WH05
ORDDET0007247,ORD002406,PROD00157,1,428.28,5,406.87,Delivered,WH02
ORDDET0007248,ORD002406,PROD00227,4,216.19,0,864.76,Delivered,WH01
ORDDET0007249,ORD002406,PROD00124,2,745.48,20,1192.77,Delivered,WH03
ORDDET0007250,ORD002406,PROD00267,1,278.87,10,250.98,Delivered,WH04
ORDDET0007251,ORD002407,PROD00306,1,525.87,0,525.87,On Hold,WH02
ORDDET0007252,ORD002407,PROD00246,2,1355.68,0,2711.36,On Hold,WH01
ORDDET0007253,ORD002407,PROD00410,2,1299.47,0,2598.94,On Hold,WH01
ORDDET0007254,ORD002407,PROD00127,5,1002.51,0,5012.55,On Hold,WH03
ORDDET0007255,ORD002407,PROD00480,4,191.46,0,765.84,On Hold,WH03
ORDDET0007256,ORD002408,PROD00303,3,1265.11,15,3226.03,Processing,WH04
ORDDET0007257,ORD002409,PROD00468,3,299.76,5,854.32,Cancelled,WH04
ORDDET0007258,ORD002410,PROD00180,5,1518.89,0,7594.45,Processing,WH04
ORDDET0007259,ORD002410,PROD00479,1,1420.6,0,1420.6,Processing,WH05
ORDDET0007260,ORD002410,PROD00459,4,61.63,0,246.52,Processing,WH04
ORDDET0007261,ORD002410,PROD00087,2,585.45,0,1170.9,Processing,WH02
ORDDET0007262,ORD002411,PROD00224,5,716.51,20,2866.04,On Hold,WH03
ORDDET0007263,ORD002411,PROD00310,4,1060.54,0,4242.16,On Hold,WH02
ORDDET0007264,ORD002411,PROD00292,5,222.49,10,1001.2,On Hold,WH04
ORDDET0007265,ORD002411,PROD00066,4,592.89,20,1897.25,On Hold,WH03
ORDDET0007266,ORD002411,PROD00074,5,1565.39,15,6652.91,On Hold,WH01
ORDDET0007267,ORD002412,PROD00163,4,954.16,0,3816.64,Cancelled,WH01
ORDDET0007268,ORD002412,PROD00366,2,413.46,0,826.92,Cancelled,WH01
ORDDET0007269,ORD002413,PROD00420,5,591.05,25,2216.44,Returned,WH01
ORDDET0007270,ORD002413,PROD00293,3,1138.36,25,2561.31,Returned,WH05
ORDDET0007271,ORD002413,PROD00125,3,1257.89,20,3018.94,Returned,WH01
ORDDET0007272,ORD002414,PROD00026,3,1362.78,0,4088.34,Cancelled,WH04
ORDDET0007273,ORD002414,PROD00270,5,1061.99,15,4513.46,Cancelled,WH01
ORDDET0007274,ORD002414,PROD00258,2,1265.96,20,2025.54,Cancelled,WH05
ORDDET0007275,ORD002415,PROD00223,3,1048.85,0,3146.55,Returned,WH04
ORDDET0007276,ORD002416,PROD00496,1,274.69,0,274.69,In Transit,WH05
ORDDET0007277,ORD002416,PROD00310,4,1060.54,0,4242.16,In Transit,WH04
ORDDET0007278,ORD002416,PROD00260,2,149.44,0,298.88,In Transit,WH03
ORDDET0007279,ORD002416,PROD00038,3,1028.23,0,3084.69,In Transit,WH01
ORDDET0007280,ORD002417,PROD00068,2,535.4,5,1017.26,Cancelled,WH03
ORDDET0007281,ORD002417,PROD00392,3,169.08,0,507.24,Cancelled,WH04
ORDDET0007282,ORD002417,PROD00147,3,877.84,10,2370.17,Cancelled,WH05
ORDDET0007283,ORD002417,PROD00027,5,393.66,20,1574.64,Cancelled,WH04
ORDDET0007284,ORD002417,PROD00317,2,772.82,20,1236.51,Cancelled,WH03
ORDDET0007285,ORD002418,PROD00082,1,266.64,10,239.98,In Transit,WH02
ORDDET0007286,ORD002418,PROD00221,4,1057.53,5,4018.61,In Transit,WH02
ORDDET0007287,ORD002419,PROD00198,3,1286.42,25,2894.44,Delivered,WH03
ORDDET0007288,ORD002419,PROD00041,2,1406.96,5,2673.22,Delivered,WH04
ORDDET0007289,ORD002419,PROD00325,3,1256.39,10,3392.25,Delivered,WH02
ORDDET0007290,ORD002419,PROD00438,3,560.31,15,1428.79,Delivered,WH04
ORDDET0007291,ORD002419,PROD00290,3,100.02,25,225.04,Delivered,WH02
ORDDET0007292,ORD002420,PROD00062,5,773.48,15,3287.29,Processing,WH03
ORDDET0007293,ORD002420,PROD00206,4,382.48,10,1376.93,Processing,WH01
ORDDET0007294,ORD002420,PROD00488,1,1297.73,0,1297.73,Processing,WH04
ORDDET0007295,ORD002421,PROD00321,5,410.09,25,1537.84,In Transit,WH03
ORDDET0007296,ORD002421,PROD00059,5,728.1,10,3276.45,In Transit,WH04
ORDDET0007297,ORD002421,PROD00007,2,1200.21,25,1800.32,In Transit,WH04
ORDDET0007298,ORD002421,PROD00164,3,570.94,10,1541.54,In Transit,WH03
ORDDET0007299,ORD002421,PROD00409,2,522.92,20,836.67,In Transit,WH03
ORDDET0007300,ORD002422,PROD00159,1,653.97,0,653.97,In Transit,WH01
ORDDET0007301,ORD002422,PROD00202,2,855.94,0,1711.88,In Transit,WH05
ORDDET0007302,ORD002422,PROD00168,3,1276.08,0,3828.24,In Transit,WH01
ORDDET0007303,ORD002423,PROD00139,2,780.5724564362636,0,1561.14,Delivered,WH05
ORDDET0007304,ORD002423,PROD00319,2,1310.97,10,2359.75,Delivered,WH01
ORDDET0007305,ORD002424,PROD00206,2,382.48,5,726.71,In Transit,WH03
ORDDET0007306,ORD002424,PROD00437,1,198.1,25,148.57,In Transit,WH02
ORDDET0007307,ORD002424,PROD00400,1,1294.73,20,1035.78,In Transit,WH04
ORDDET0007308,ORD002424,PROD00197,1,95.30943199784926,10,85.78,In Transit,WH05
