order_id,order_date,cust_id,order_status,ship_date,deliv_date,ship_method,ship_cost,pay_method,camp_id,promo_flag,order_src,sales_rep_id,tot_amt,tax_amt,disc_amt,net_amt
ORD000750,2024-12-26,CUST01685,Cancelled,2024-12-29,,Standard,13.37,PayPal,,0,Mobile App,SR028,8157.28,652.58,0.0,8823.23
ORD000751,2024-06-18,CUST01920,Returned,2024-06-22,2024-07-01,Next Day,43.73,Bank Transfer,,0,Website,SR006,5007.54,400.6,0.0,5451.87
ORD000752,2023-04-28,CUST01308,Cancelled,2023-05-02,,Standard,11.59,Cash on Delivery,,0,Website,SR029,2576.19,206.1,0.0,2793.88
ORD000753,2023-07-29,CUST00879,Shipped,2023-08-03,,Next Day,35.99,PayPal,,1,Mobile App,SR006,2246.94,179.76,400.19699999999995,2462.69
ORD000754,2024-09-12,CUST01908,Shipped,2024-09-13,,Local Pickup,0.0,Cash on Delivery,CAMP003,1,Mobile App,SR023,2010.96,160.88,223.44000000000003,2171.84
ORD000755,2024-09-21,CUST00129,Shipped,2024-09-22,,Local Pickup,0.0,Credit Card,,0,Mobile App,SR004,11208.05,896.64,0.0,12104.69
ORD000756,2025-02-19,CUST01427,Returned,2025-02-21,2025-02-23,Standard,12.41,Credit Card,,1,Sales Rep,SR008,8119.969999999999,649.6,1382.2160000000001,8781.98
ORD000757,2024-07-26,CUST01134,Cancelled,,,Local Pickup,0.0,PayPal,,0,Partner,SR001,4358.16,348.65,0.0,4706.81
ORD000758,2024-04-27,CUST00344,Returned,2024-04-29,2024-05-09,Standard,10.07,Check,,0,Email,SR017,4515.200000000001,361.22,0.0,4886.49
ORD000759,2024-01-25,CUST01658,On Hold,,,Express,18.15,Check,,0,Partner,SR025,6993.859999999999,559.51,0.0,7571.52
ORD000760,2024-05-15,CUST01678,Shipped,2024-05-16,,Standard,11.77,Credit Card,,1,Mobile App,SR010,5101.43,408.11,1557.07,5521.31
ORD000761,2025-03-17,CUST00570,On Hold,,,Standard,7.64,Cash on Delivery,,1,Partner,SR017,11428.99,914.32,835.6820000000001,12350.95
ORD000762,2025-03-23,CUST01490,Completed,2025-03-25,2025-03-29,Next Day,47.81,Cash on Delivery,,1,In-Store,SR007,3569.84,285.59,,3903.24
ORD000763,2023-04-21,CUST00921,Processing,,,Local Pickup,0.0,Check,,0,Website,SR021,2806.17,224.49,0.0,3030.66
ORD000764,2023-07-27,CUST00264,Completed,2023-07-29,2023-07-31,Local Pickup,0.0,Cash on Delivery,,0,Partner,SR026,687.18,54.97,0.0,742.15
ORD000765,2023-11-20,CUST01705,Processing,,,Standard,5.93,PayPal,CAMP008,1,Phone,SR011,5530.58,442.45,1703.2959999999998,5978.96
ORD000766,2023-02-11,CUST01976,On Hold,,,Standard,10.74,Check,CAMP003,1,Mobile App,SR009,3834.2200000000003,306.74,615.1859999999999,4151.7
ORD000767,2024-02-12,CUST00279,Cancelled,2024-02-14,,Next Day,49.84,Bank Transfer,,1,Email,SR024,6414.089999999999,513.13,682.1470000000002,6977.06
ORD000768,2024-05-25,CUST00565,On Hold,,,Express,28.33,Credit Card,,0,Phone,SR005,5150.37,412.03,0.0,5590.73
ORD000769,2023-07-02,CUST00278,Cancelled,,,International,50.17,PayPal,,0,Mobile App,SR012,7883.650000000001,630.69,0.0,8564.51
ORD000770,2025-01-17,CUST01677,Returned,2025-01-19,2025-01-25,Local Pickup,0.0,Check,,0,Sales Rep,SR001,8073.5599999999995,645.88,0.0,8719.44
ORD000771,2024-11-08,CUST00199,Shipped,2024-11-13,,Local Pickup,0.0,PayPal,,0,Mobile App,SR005,2341.8199999999997,187.35,0.0,2529.17
ORD000772,2024-03-29,CUST01962,Completed,2024-03-31,2024-04-04,International,53.19,Cash on Delivery,,1,In-Store,SR020,6712.39,536.99,736.444,7302.57
ORD000773,2024-01-12,CUST00108,Processing,,,Express,25.26,Cash on Delivery,,1,Mobile App,SR020,5892.04,471.36,942.3999999999999,6388.66
ORD000774,2024-06-09,CUST00950,Cancelled,,,Express,15.73,PayPal,,1,Website,SR023,4436.7300000000005,354.94,915.8309999999999,4807.4
ORD000775,2025-02-10,CUST01229,Processing,,,Standard,5.44,Bank Transfer,CAMP013,1,Partner,SR025,4454.55,356.36,400.632,4816.35
ORD000776,2023-04-10,CUST00812,Cancelled,,,Next Day,47.31,Check,,1,Email,SR013,7991.73,639.34,1536.283,8678.38
ORD000777,2024-11-10,CUST00690,Processing,,,Local Pickup,0.0,Check,CAMP005,1,Phone,SR006,76.25,6.1,19.061886399569854,82.35
ORD000778,2024-09-04,CUST00205,Cancelled,,,Standard,8.05,Credit Card,,0,In-Store,SR009,68.53,5.48,0.0,82.06
ORD000779,2024-01-20,CUST01088,On Hold,,,Standard,13.39,Bank Transfer,CAMP005,1,Website,SR008,1570.53,125.64,34.1385,1709.56
ORD000780,2024-10-23,CUST00679,Cancelled,,,International,61.08,PayPal,CAMP002,1,Sales Rep,SR004,7410.92,592.87,815.7940000000001,8064.87
ORD000781,2024-11-10,CUST00444,Returned,2024-11-14,2024-11-19,Express,21.67,Cash on Delivery,,1,In-Store,SR007,1662.93,133.03,,1817.63
ORD000782,2024-05-28,CUST01398,Shipped,2024-05-30,,International,80.78,Bank Transfer,,0,Email,SR008,3908.0,312.64,0.0,4301.42
ORD000783,2023-11-07,CUST01983,Processing,,,Standard,13.46,Cash on Delivery,CAMP010,1,Website,SR015,4095.85,327.67,722.7974999999999,4436.98
ORD000784,2025-01-14,CUST01023,Shipped,2025-01-16,,Local Pickup,0.0,PayPal,,0,In-Store,SR013,8634.56,690.76,0.0,9325.32
ORD000785,2025-03-25,CUST00579,On Hold,,,Standard,9.02,Bank Transfer,,1,Website,SR025,4996.54,399.72,306.5055,5405.28
ORD000786,2023-12-18,CUST01036,Returned,2023-12-21,2023-12-22,Local Pickup,0.0,Cash on Delivery,,0,Website,SR020,7136.68,570.93,0.0,7707.61
ORD000787,2024-12-30,CUST00702,On Hold,,,Express,15.91,Cash on Delivery,,1,In-Store,SR030,11266.859999999999,901.35,1111.1370000000002,12184.12
ORD000788,2023-04-09,CUST01342,Cancelled,,,Local Pickup,0.0,Cash on Delivery,,0,Email,SR019,12621.58,1009.73,0.0,13631.31
ORD000789,2024-11-01,CUST00287,Returned,2024-11-06,2024-11-08,Local Pickup,0.0,Bank Transfer,,1,Phone,SR030,6836.63,546.93,,7383.56
ORD000790,2024-09-03,CUST00018,On Hold,,,Next Day,40.49,Credit Card,,1,Partner,SR012,2364.2,189.14,0.0,2593.83
ORD000791,2024-05-30,CUST00613,Shipped,2024-06-02,,Next Day,34.37,Bank Transfer,,0,Email,SR009,2579.94,206.4,0.0,2820.71
ORD000792,2024-06-02,CUST01290,Returned,2024-06-03,2024-06-10,Local Pickup,0.0,Cash on Delivery,CAMP010,1,Sales Rep,SR028,4000.7799999999997,320.06,1333.5925,4320.84
ORD000793,2024-08-10,CUST01981,Shipped,2024-08-14,,Next Day,45.66,PayPal,,1,Mobile App,SR008,6170.92,493.67,1745.3,6710.25
ORD000794,2023-01-05,CUST01820,Shipped,2023-01-09,,International,63.25,Check,CAMP018,1,Website,SR002,2208.44,176.68,245.38200000000003,2860.7409226343957
ORD000795,2023-12-31,CUST00775,Completed,2024-01-05,2024-01-13,International,73.0,Cash on Delivery,,0,Mobile App,SR008,8837.1,706.97,0.0,9617.07
ORD000796,2024-04-23,CUST00469,Cancelled,2024-04-24,,Next Day,48.0,Credit Card,,0,Phone,SR026,12320.11,985.61,0.0,13353.72
ORD000797,2025-02-13,CUST01158,Processing,,,Local Pickup,0.0,Check,,1,Sales Rep,SR004,7279.08,582.33,414.1264779654352,7861.41
ORD000798,2024-12-21,CUST01947,On Hold,,,Next Day,48.54,Cash on Delivery,,1,Website,SR024,10530.67,842.45,2871.1234999999997,11421.66
ORD000799,2023-09-21,CUST01362,Cancelled,,,International,67.56,Credit Card,,1,Phone,SR030,505.06,40.4,77.865,613.02
ORD000800,2024-11-13,CUST00320,Completed,2024-11-16,2024-11-25,Express,23.74,Cash on Delivery,,0,Sales Rep,SR015,274.69,21.98,0.0,320.41
ORD000801,2024-10-14,CUST01211,Shipped,,,Express,28.55,Check,,1,Sales Rep,SR002,730.46,58.44,243.48749999999998,817.45
ORD000802,2025-01-04,CUST00949,Completed,2025-01-08,2025-01-11,Local Pickup,0.0,Credit Card,,0,Phone,SR020,5531.57,442.53,0.0,5974.1
ORD000803,2023-12-10,CUST00816,Completed,2023-12-13,2023-12-16,Standard,7.97,Bank Transfer,CAMP003,1,Website,SR019,4613.36,369.07,681.694,4990.4
ORD000804,2023-09-26,CUST00801,Processing,,,Next Day,42.6,Cash on Delivery,CAMP014,1,Website,SR010,12691.03,1015.28,808.7890000000001,13748.91
ORD000805,2024-04-15,CUST01696,On Hold,,,International,99.87,PayPal,,1,Partner,SR026,15329.719999999998,1226.38,2843.143,16655.97
ORD000806,2023-07-09,CUST00932,Completed,2023-07-11,2023-07-17,Standard,6.91,PayPal,,0,Mobile App,SR002,2103.04,168.24,0.0,2278.19
ORD000807,2025-03-17,CUST00459,Returned,2025-03-22,2025-03-24,Standard,14.33,Cash on Delivery,,1,In-Store,SR015,4187.860000000001,335.03,945.6090622991071,4537.22
ORD000808,2024-05-17,CUST00903,On Hold,,,International,73.65,Bank Transfer,,1,Partner,SR020,1806.1100000000001,144.49,37.2375,2024.25
ORD000809,2024-11-23,CUST01512,Processing,,,Standard,11.28,Credit Card,CAMP007,1,In-Store,SR021,2664.24,213.14,666.06,2888.66
ORD000810,2024-05-01,CUST01037,Processing,,,Express,20.03,Bank Transfer,,0,Sales Rep,SR009,2203.95,176.32,0.0,2400.3
ORD000811,2024-09-06,CUST00251,On Hold,,,International,69.62,Bank Transfer,,1,Phone,SR010,6552.389999999999,524.19,1149.626,7146.2
ORD000812,2025-03-13,CUST01715,Shipped,2025-03-17,,Local Pickup,0.0,Bank Transfer,CAMP016,1,Website,SR002,9968.07,797.45,1763.1845,10765.52
ORD000813,2023-10-04,CUST00775,Shipped,2023-10-06,,Express,23.32,Check,CAMP015,1,In-Store,SR021,1814.9499999999998,145.2,353.652,1983.47
ORD000814,2023-06-08,CUST00657,On Hold,,,International,98.46,PayPal,CAMP007,1,Phone,SR020,2196.3500000000004,175.71,188.73850000000004,2470.52
ORD000815,2023-09-28,CUST01467,Cancelled,,,International,92.28,Cash on Delivery,CAMP020,1,Sales Rep,SR022,8215.24,657.22,1182.9045,8964.74
ORD000816,2024-03-11,CUST01438,Cancelled,,,Next Day,47.18,Credit Card,,1,In-Store,SR025,4015.52,321.24,0.0,4383.94
ORD000817,2024-04-25,CUST00760,On Hold,,,International,58.58,Credit Card,,1,Sales Rep,SR019,2480.96,198.48,78.05724564362636,2738.02
ORD000818,2024-08-09,CUST00708,Cancelled,,,Next Day,44.72,Check,,0,Mobile App,SR004,2561.67,204.93,0.0,2811.32
ORD000819,2025-02-10,CUST01993,Completed,2025-02-12,2025-02-18,Local Pickup,0.0,Bank Transfer,,0,In-Store,SR011,8545.55,683.64,0.0,9229.19
ORD000820,2024-01-20,CUST00897,Shipped,2024-01-22,,Next Day,35.91,PayPal,,0,Partner,SR024,2501.81,200.14,0.0,2737.86
ORD000821,2024-05-16,CUST01716,Shipped,2024-05-20,,Next Day,42.85,Cash on Delivery,CAMP009,1,Website,SR030,12296.310000000001,983.7,2959.68,13322.86
ORD000822,2025-03-14,CUST00966,On Hold,,,Standard,6.77,Cash on Delivery,,1,Mobile App,SR009,8247.539999999999,659.8,1126.86,8914.11
ORD000823,2025-03-07,CUST00860,Returned,2025-03-08,2025-03-14,Express,17.1,Cash on Delivery,,1,Partner,SR019,868.5799999999999,69.49,217.144,955.17
ORD000824,2024-02-15,CUST01781,Shipped,2024-02-20,,International,50.16,Bank Transfer,,1,Phone,SR011,3882.97,310.64,827.0805,4243.77
ORD000825,2025-02-04,CUST00462,Cancelled,2025-02-08,,International,53.79,Credit Card,,1,Email,SR021,7575.15,606.01,1117.421973861758,8234.95
ORD000826,2025-02-03,CUST00708,Processing,,,International,62.87,Credit Card,,0,Phone,SR006,2167.92,173.43,0.0,2404.22
ORD000827,2023-04-20,CUST00964,Cancelled,,,Express,26.25,Cash on Delivery,CAMP020,1,Phone,SR015,5044.86,403.59,788.5564999999999,5474.7
ORD000828,2023-06-11,CUST00581,Cancelled,,,International,97.58,Cash on Delivery,,1,Mobile App,SR027,5488.21,439.06,748.9675,6024.85
ORD000829,2024-07-08,CUST01208,Completed,2024-07-12,2024-07-15,Standard,6.08,Credit Card,,0,Phone,SR007,2409.0,192.72,0.0,2607.8
ORD000830,2024-07-02,CUST01105,Processing,,,Next Day,33.03,PayPal,,0,Website,SR022,8558.2,684.66,0.0,9275.89
ORD000831,2023-03-09,CUST00709,Returned,2023-03-11,2023-03-12,Express,29.85,Check,CAMP006,1,Mobile App,SR016,5264.75,421.18,483.85800000000006,5715.78
ORD000832,2024-09-25,CUST00284,Returned,2024-09-29,2024-10-01,Local Pickup,0.0,Check,,1,Partner,SR027,3033.8599999999997,242.71,610.7379999999999,3033.8599999999997
ORD000833,2024-09-05,CUST01887,Returned,2024-09-07,2024-09-15,Local Pickup,0.0,Bank Transfer,,1,Email,SR007,7165.16,573.21,1965.8255000000001,7738.37
ORD000834,2023-04-23,CUST01328,Returned,2023-04-25,2023-04-29,Express,25.74,PayPal,CAMP008,1,In-Store,SR021,8765.48,701.24,2113.432232982753,9492.46
ORD000835,2023-02-16,CUST01227,On Hold,,,Next Day,40.76,Bank Transfer,,0,Phone,SR018,9933.46,794.68,0.0,10768.9
ORD000836,2024-10-14,CUST01259,Completed,2024-10-15,2024-10-16,Next Day,33.86,PayPal,,0,Email,SR001,10888.44,871.08,0.0,11793.38
ORD000837,2024-01-13,CUST00715,On Hold,,,Express,24.5,Credit Card,,0,Sales Rep,SR006,8721.93,697.75,0.0,9444.18
ORD000838,2024-10-09,CUST01666,Processing,,,International,79.76,Cash on Delivery,,1,Sales Rep,SR021,17599.0,1407.92,2972.9589999999994,19086.68
ORD000839,2023-06-13,CUST01074,Cancelled,,,Local Pickup,0.0,PayPal,,0,Partner,SR028,4756.4,380.51,0.0,5136.91
ORD000840,2024-06-02,CUST01053,Completed,2024-06-05,,International,93.75,Check,,1,Website,SR004,8390.92,671.27,1679.6485,9155.94
ORD000841,2024-07-02,CUST01139,Shipped,2024-07-03,,Local Pickup,0.0,Bank Transfer,CAMP005,1,Sales Rep,SR016,1451.41,116.11,161.26800000000003,1567.52
ORD000842,2024-01-17,CUST00743,Processing,,,Express,16.78,PayPal,,0,Phone,SR007,18151.440000000002,1452.12,0.0,19620.34
ORD000843,2024-05-22,CUST00403,On Hold,,,International,69.44,Credit Card,CAMP011,1,Email,SR019,3205.22,256.42,168.696,3531.08
ORD000844,2025-01-24,CUST00193,Shipped,2025-01-27,,Standard,6.07,Credit Card,CAMP016,1,In-Store,SR015,13746.43,1099.71,1438.2810000000002,14852.21
ORD000845,2023-01-24,CUST00633,Returned,2023-01-27,2023-01-30,Standard,13.38,Bank Transfer,,1,Email,SR022,9795.18,783.61,2200.7875,10592.17
ORD000846,2025-03-28,CUST01238,Completed,2025-03-31,2025-04-06,Local Pickup,0.0,Check,,0,Partner,SR013,14117.239999999998,1129.38,0.0,15246.62
ORD000847,2024-05-07,CUST00781,Returned,2024-05-11,2024-05-14,Local Pickup,0.0,Cash on Delivery,,0,Sales Rep,SR021,7074.75,565.98,0.0,7640.73
ORD000848,2023-07-26,CUST01308,Cancelled,,,Express,15.11,Cash on Delivery,,0,Website,SR011,1547.12,123.77,0.0,1686.0
ORD000849,2023-04-03,CUST00477,Processing,,,Local Pickup,0.0,Check,CAMP012,1,Mobile App,SR012,12238.19,979.06,890.1740000000001,13217.25
ORD000850,2023-01-05,CUST00353,Cancelled,2023-01-06,,International,82.96,PayPal,CAMP005,1,In-Store,SR030,2336.31,186.9,654.5095,2606.17
ORD000851,2024-04-07,CUST01489,Shipped,2024-04-09,,International,71.06,Bank Transfer,CAMP017,1,In-Store,SR009,355.54,28.44,39.504000000000005,455.04
ORD000852,2024-05-12,CUST00057,Cancelled,2024-05-15,,Standard,9.88,Credit Card,,0,Mobile App,SR024,5765.0199999999995,461.2,0.0,6236.1
ORD000853,2025-01-14,CUST00790,Processing,,,Express,26.27,Credit Card,CAMP004,1,Phone,SR021,4898.29,391.86,735.6220000000001,5316.42
ORD000854,2023-04-06,CUST00155,Cancelled,,,Local Pickup,0.0,Credit Card,CAMP004,1,Sales Rep,SR016,6166.81,493.34,736.017,6660.15
ORD000855,2025-01-01,CUST01194,Processing,,,International,60.81,PayPal,,0,Sales Rep,SR015,9710.65,776.85,0.0,10548.31
ORD000856,2025-01-30,CUST01273,Cancelled,,,Standard,7.22,Cash on Delivery,CAMP009,1,Partner,SR026,6254.68,500.37,812.3299999999999,6762.27
ORD000857,2024-10-13,CUST00276,On Hold,,,Next Day,33.05,Credit Card,,1,Partner,SR014,3929.09,314.33,983.444,4276.47
ORD000858,2023-02-21,CUST01037,Processing,,,Standard,13.81,PayPal,CAMP002,1,Email,SR021,8624.66,689.97,2874.885,9328.44
ORD000859,2024-11-01,CUST01533,Shipped,2024-11-04,,Next Day,41.25,PayPal,,0,In-Store,SR027,729.54,58.36,0.0,829.15
ORD000860,2023-08-08,CUST00378,Returned,2023-08-11,,International,97.92,Cash on Delivery,,0,Website,SR023,13684.44,1094.76,,14877.12
ORD000861,2024-10-28,CUST01216,On Hold,,,Express,24.01,PayPal,,1,Partner,SR001,5044.91,403.59,1184.0739745724823,5472.51
ORD000862,2024-05-07,CUST01794,Completed,2024-05-10,2024-05-09,International,76.05,Credit Card,CAMP002,1,Partner,SR015,4404.64,352.37,1468.2124999999999,4833.06
ORD000863,2024-05-27,CUST01052,Cancelled,2024-06-01,,Next Day,34.21,PayPal,,0,Phone,SR013,3884.19,310.74,0.0,4229.14
ORD000864,2025-02-16,CUST01161,Cancelled,,,Standard,7.79,Bank Transfer,,0,Phone,SR015,5984.8,478.78,0.0,6471.37
ORD000865,2024-10-15,CUST01902,Processing,,,International,73.06,Check,,1,In-Store,SR009,7193.84,575.51,1412.8698620172463,7842.41
ORD000866,2023-04-15,CUST00178,Completed,2023-04-17,2023-04-16,Next Day,48.14,PayPal,,0,Mobile App,SR024,3887.0,310.96,0.0,4246.1
ORD000867,2024-05-28,CUST01148,Shipped,2024-05-31,,Local Pickup,0.0,Bank Transfer,CAMP003,1,In-Store,SR022,1036.84,82.95,345.6125,1119.79
ORD000868,2024-12-10,CUST01765,Completed,2024-12-12,2024-12-21,Express,20.57,PayPal,,0,Email,SR002,6093.93,487.51,0.0,6602.01
ORD000869,2024-02-21,CUST00106,Processing,,,International,89.58,Credit Card,,0,Phone,SR006,1565.39,125.23,0.0,1780.2
ORD000870,2023-12-25,CUST01097,On Hold,,,Next Day,37.91,Check,,0,Phone,SR010,11834.97,946.8,,11834.97
ORD000871,2024-04-02,CUST01260,Cancelled,2024-04-06,,International,98.11,Check,,0,Mobile App,SR021,169.3,13.54,0.0,280.95
ORD000872,2023-07-21,CUST01746,Shipped,2023-07-23,,International,82.74,Credit Card,,1,Phone,SR002,10000.93,800.07,1822.4885000000002,10883.74
ORD000873,2025-03-24,CUST01139,On Hold,,,International,83.48,PayPal,CAMP002,1,Email,SR021,3093.26,247.46,537.7244999999999,3424.2
ORD000874,2025-02-19,CUST01719,On Hold,,,International,98.74,Cash on Delivery,,0,Phone,SR022,14373.77,1149.9,0.0,15622.41
ORD000875,2023-12-12,CUST00099,Cancelled,,,Standard,5.43,PayPal,CAMP012,1,Partner,SR008,3249.84,259.99,916.8788112229845,3515.26
ORD000876,2024-05-12,CUST01270,Shipped,2024-05-17,,International,67.54,PayPal,,0,Email,SR015,6806.870000000001,544.55,0.0,7418.96
ORD000877,2024-01-02,CUST01182,Cancelled,,,Standard,6.1,Cash on Delivery,,0,Sales Rep,SR021,6480.26,518.42,0.0,7004.78
ORD000878,2024-01-02,CUST01034,Processing,,,International,90.0,Bank Transfer,,0,Mobile App,SR003,6845.389999999999,547.63,0.0,7483.02
ORD000879,2024-10-05,CUST00823,Shipped,2024-10-10,,International,77.95,Check,,0,Email,SR021,12251.759999999998,980.14,0.0,13309.85
ORD000880,2023-11-09,CUST01534,Processing,,,Next Day,30.5,PayPal,,0,Phone,SR029,7038.86,563.11,0.0,7632.47
ORD000881,2023-04-02,CUST00983,On Hold,,,Express,17.5,Credit Card,,0,Website,SR025,4526.87,362.15,,4906.52
ORD000882,2024-12-21,CUST01489,Completed,2024-12-24,2024-12-26,Next Day,46.02,Bank Transfer,,0,Email,SR005,4105.2,328.42,0.0,4479.64
ORD000883,2024-10-28,CUST00048,Returned,2024-10-29,2024-11-03,Standard,11.77,Cash on Delivery,,0,In-Store,SR015,10480.39,838.43,0.0,11330.59
ORD000884,2023-03-27,CUST01706,Completed,2023-03-29,2023-04-01,International,76.88,PayPal,CAMP015,1,Email,SR002,7261.07,580.89,857.4820000000001,7918.84
ORD000885,2023-05-18,CUST00436,Cancelled,,,Next Day,44.72,Bank Transfer,,0,Sales Rep,SR006,10815.1,865.21,0.0,11725.03
ORD000886,2024-10-23,CUST00369,Shipped,2024-10-28,,Express,19.68,Credit Card,,1,Sales Rep,SR025,11953.310000000001,956.26,1497.387,12929.25
ORD000887,2023-03-26,CUST01692,Processing,,,International,74.55,Bank Transfer,,1,Sales Rep,SR005,11850.869999999999,948.07,896.9620000000001,12873.49
ORD000888,2024-04-22,CUST01522,Returned,2024-04-27,2024-04-28,International,59.04,PayPal,,0,Partner,SR028,2311.66,184.93,0.0,2555.63
ORD000889,2023-04-03,CUST00154,On Hold,,,Standard,6.66,PayPal,,0,Phone,SR025,5439.780000000001,435.18,0.0,5881.62
ORD000890,2024-09-17,CUST01032,Returned,2024-09-19,,International,90.45,Bank Transfer,CAMP005,1,Website,SR009,2353.14,188.25,261.46,2631.84
ORD000891,2025-01-19,CUST01353,Completed,2025-01-24,2025-02-03,Standard,13.56,PayPal,,0,Partner,SR015,6089.639999999999,487.17,0.0,6590.37
ORD000892,2024-06-30,CUST01669,Cancelled,,,Next Day,45.08,Cash on Delivery,CAMP007,1,In-Store,SR008,6170.9400000000005,493.68,1605.4732099807975,6709.7
ORD000893,2023-10-20,CUST00712,Returned,2023-10-24,2023-11-02,Standard,11.04,PayPal,,0,Mobile App,SR022,13006.05,1040.48,0.0,14057.57
ORD000894,2023-07-09,CUST01671,Cancelled,,,International,78.35,Check,,1,Email,SR026,995.0,79.6,0.0,1152.95
ORD000895,2024-02-14,CUST00643,Cancelled,,,Next Day,33.65,PayPal,CAMP001,1,In-Store,SR019,9011.38,720.91,703.9230000000001,9765.94
ORD000896,2025-02-19,CUST01111,Processing,,,Express,24.64,Credit Card,CAMP015,1,Email,SR016,5708.620000000001,456.69,761.7778273712604,6189.95
ORD000897,2023-09-30,CUST00538,On Hold,,,International,88.35,Credit Card,,0,Email,SR003,8058.26,644.66,0.0,8791.27
ORD000898,2024-12-31,CUST01618,Completed,2025-01-05,2025-01-12,Next Day,37.37,Credit Card,,0,Sales Rep,SR006,9043.29,723.46,0.0,9804.12
ORD000899,2025-02-18,CUST00100,On Hold,,,International,56.85,Check,,0,Phone,SR012,1724.79,137.98,0.0,1919.62
ORD000900,2023-10-01,CUST01313,On Hold,,,Next Day,36.97,PayPal,,0,Phone,SR027,6534.9,522.79,0.0,7094.66
ORD000901,2024-10-13,CUST01231,Returned,2024-10-18,2024-10-25,Express,19.98,Cash on Delivery,CAMP015,1,Website,SR011,2422.0,193.76,553.9093779286586,2635.74
ORD000902,2023-10-10,CUST01858,Shipped,2023-10-11,,Express,18.1,PayPal,CAMP007,1,Partner,SR012,13878.39,1110.27,2613.7574999999997,15006.76
ORD000903,2025-03-18,CUST01397,Cancelled,,,Local Pickup,0.0,Cash on Delivery,,0,Partner,SR002,2884.23,230.74,0.0,3114.97
ORD000904,2024-01-21,CUST00253,Completed,2024-01-25,2024-01-29,International,80.35,PayPal,CAMP006,1,Sales Rep,SR017,3846.39,307.71,919.2205,4234.45
ORD000905,2023-12-23,CUST01803,Completed,2023-12-28,2023-12-30,Next Day,48.87,PayPal,CAMP001,1,In-Store,SR030,7598.599999999999,607.89,1319.995,8255.36
ORD000906,2024-12-12,CUST00187,On Hold,,,International,94.79,Credit Card,,1,Mobile App,SR026,5012.49,401.0,1043.049,5508.28
ORD000907,2024-09-13,CUST00684,On Hold,,,Local Pickup,0.0,Cash on Delivery,CAMP020,1,Sales Rep,SR019,11469.289999999999,917.54,2824.975,12386.83
ORD000908,2024-02-29,CUST00247,On Hold,,,Local Pickup,0.0,Cash on Delivery,,0,Sales Rep,SR002,13927.45,1114.2,0.0,15041.65
ORD000909,2024-06-26,CUST00167,Completed,2024-06-28,2024-07-04,Express,15.97,Credit Card,,1,Partner,SR010,8307.320000000002,664.59,997.462,8987.88
ORD000910,2023-04-01,CUST00261,On Hold,,,Local Pickup,0.0,Check,,0,Partner,SR029,2964.45,237.16,0.0,3201.61
ORD000911,2024-07-05,CUST00731,Returned,2024-07-06,2024-07-16,International,78.05,Check,,0,Email,SR029,8744.619999999999,699.57,0.0,9522.24
ORD000912,2024-06-17,CUST00539,Processing,,,Next Day,35.1,Bank Transfer,CAMP004,1,Email,SR016,3778.64,302.29,748.796,4116.03
ORD000913,2023-11-01,CUST00370,Cancelled,,,Local Pickup,0.0,Bank Transfer,,0,In-Store,SR018,11574.849999999999,925.99,0.0,12500.84
ORD000914,2023-09-10,CUST01806,Shipped,2023-09-15,,Express,20.3,Cash on Delivery,CAMP012,1,In-Store,SR009,5841.09,467.29,1300.99,6328.68
ORD000915,2024-06-06,CUST00690,Returned,2024-06-07,2024-06-14,Next Day,43.6,PayPal,,1,Mobile App,SR030,14422.779999999999,1153.82,2136.6030000000005,15620.2
ORD000916,2025-02-15,CUST01387,Processing,,,Express,22.83,PayPal,,0,Partner,SR026,1137.53,91.0,0.0,1251.36
ORD000917,2024-05-19,CUST01496,On Hold,,,International,78.01,Credit Card,,1,In-Store,SR012,3111.16,248.89,345.685,3438.06
ORD000918,2025-03-29,CUST01507,Returned,2025-04-02,2025-04-07,International,97.56,Check,,0,Sales Rep,SR009,8934.18,714.73,0.0,12371.003757533737
ORD000919,2025-01-31,CUST01146,Completed,2025-02-01,2025-02-11,Standard,12.26,Cash on Delivery,,0,Phone,SR018,2352.6,188.21,0.0,2553.07
ORD000920,2024-07-07,CUST00481,Returned,2024-07-08,2024-07-12,International,85.98,Cash on Delivery,,0,Phone,SR006,9060.48,724.84,0.0,9871.3
ORD000921,2024-06-15,CUST01279,Shipped,2024-06-16,,Express,16.03,Bank Transfer,,0,Email,SR018,5416.33,433.31,0.0,5865.67
ORD000922,2024-10-30,CUST01603,Returned,2024-11-01,2024-11-10,Next Day,37.19,Credit Card,,1,Phone,SR003,2683.3599999999997,214.67,548.193,2935.22
ORD000923,2023-07-01,CUST00598,Returned,2023-07-04,2023-07-10,Standard,13.32,Check,,1,Sales Rep,SR029,7439.070000000001,595.13,1160.2514999999999,8047.52
ORD000924,2024-08-10,CUST00450,Processing,,,Express,27.02,Cash on Delivery,CAMP018,1,In-Store,SR007,2237.13,178.97,127.56650000000002,2443.12
ORD000925,2025-01-30,CUST00488,Returned,2025-02-01,2025-02-06,Express,21.13,Credit Card,,0,Email,SR008,2855.7799999999997,228.46,0.0,3105.37
ORD000926,2024-05-10,CUST01792,Completed,2024-05-13,2024-05-18,Express,26.5,Bank Transfer,CAMP004,1,Phone,SR001,4192.51,335.4,465.835,4554.41
ORD000927,2024-05-05,CUST01655,Processing,,,Standard,14.43,Cash on Delivery,,1,Partner,SR029,4688.47,375.08,1177.1205000000002,5077.98
